,Year,Race,Driver,Team,QualiPosition,GridPosition,TargetFinish,Points
995,2024,Saudi_Arabian_Grand_Prix,BOT,Kick Sauber,16.0,16.0,17,0.0
996,2024,Saudi_Arabian_Grand_Prix,COL,,,,,
997,2024,Saudi_Arabian_Grand_Prix,DOO,,,,,
998,2024,Saudi_Arabian_Grand_Prix,GAS,Alpine,18.0,18.0,R,0.0
999,2024,Saudi_Arabian_Grand_Prix,HAM,Mercedes,8.0,8.0,9,2.0
1000,2024,Saudi_Arabian_Grand_Prix,HUL,Haas F1 Team,15.0,15.0,10,1.0
1001,2024,Saudi_Arabian_Grand_Prix,LAW,,,,,
1002,2024,Saudi_Arabian_Grand_Prix,LEC,Ferrari,2.0,2.0,3,16.0
1003,2024,Saudi_Arabian_Grand_Prix,MAG,Haas F1 Team,13.0,13.0,12,0.0
1004,2024,Saudi_Arabian_Grand_Prix,NOR,McLaren,6.0,6.0,8,4.0
1005,2024,Saudi_Arabian_Grand_Prix,OCO,Alpine,17.0,17.0,13,0.0
1006,2024,Saudi_Arabian_Grand_Prix,PER,Red Bull Racing,3.0,3.0,2,18.0
1007,2024,Saudi_Arabian_Grand_Prix,PIA,McLaren,5.0,5.0,4,12.0
1008,2024,Saudi_Arabian_Grand_Prix,RIC,RB,14.0,14.0,16,0.0
1009,2024,Saudi_Arabian_Grand_Prix,RUS,Mercedes,7.0,7.0,6,8.0
1010,2024,Saudi_Arabian_Grand_Prix,SAI,,,,,
1011,2024,Saudi_Arabian_Grand_Prix,SAR,Williams,19.0,19.0,14,0.0
1012,2024,Saudi_Arabian_Grand_Prix,STR,Aston Martin,10.0,10.0,R,0.0
1013,2024,Saudi_Arabian_Grand_Prix,TSU,RB,9.0,9.0,15,0.0
1014,2024,Saudi_Arabian_Grand_Prix,VER,Red Bull Racing,1.0,1.0,1,25.0
1015,2024,Saudi_Arabian_Grand_Prix,ZHO,Kick Sauber,20.0,20.0,18,0.0
1016,2024,Australian_Grand_Prix,ALB,Williams,12.0,12.0,11,0.0
1017,2024,Australian_Grand_Prix,ALO,Aston Martin,10.0,10.0,8,4.0
1018,2024,Australian_Grand_Prix,BEA,,,,,
1019,2024,Australian_Grand_Prix,BOT,Kick Sauber,13.0,13.0,14,0.0
1020,2024,Australian_Grand_Prix,COL,,,,,
1021,2024,Australian_Grand_Prix,DOO,,,,,
1022,2024,Australian_Grand_Prix,GAS,Alpine,17.0,17.0,13,0.0
1023,2024,Australian_Grand_Prix,HAM,Mercedes,11.0,11.0,R,0.0
1024,2024,Australian_Grand_Prix,HUL,Haas F1 Team,16.0,16.0,9,2.0
1025,2024,Australian_Grand_Prix,LAW,,,,,
1026,2024,Australian_Grand_Prix,LEC,Ferrari,5.0,4.0,2,19.0
1027,2024,Australian_Grand_Prix,MAG,Haas F1 Team,14.0,14.0,10,1.0
1028,2024,Australian_Grand_Prix,NOR,McLaren,4.0,3.0,3,15.0
1029,2024,Australian_Grand_Prix,OCO,Alpine,15.0,15.0,16,0.0
1030,2024,Australian_Grand_Prix,PER,Red Bull Racing,3.0,6.0,5,10.0
1031,2024,Australian_Grand_Prix,PIA,McLaren,6.0,5.0,4,12.0
1032,2024,Australian_Grand_Prix,RIC,RB,18.0,18.0,12,0.0
1033,2024,Australian_Grand_Prix,RUS,Mercedes,7.0,7.0,17,0.0
1034,2024,Australian_Grand_Prix,SAI,Ferrari,2.0,2.0,1,25.0
1035,2024,Australian_Grand_Prix,SAR,,,,,
1036,2024,Australian_Grand_Prix,STR,Aston Martin,9.0,9.0,6,8.0
1037,2024,Australian_Grand_Prix,TSU,RB,8.0,8.0,7,6.0
1038,2024,Australian_Grand_Prix,VER,Red Bull Racing,1.0,1.0,R,0.0
1039,2024,Australian_Grand_Prix,ZHO,Kick Sauber,19.0,19.0,15,0.0
1040,2024,Japanese_Grand_Prix,ALB,Williams,14.0,14.0,R,0.0
1041,2024,Japanese_Grand_Prix,ALO,Aston Martin,5.0,5.0,6,8.0
1042,2024,Japanese_Grand_Prix,BEA,,,,,
1043,2024,Japanese_Grand_Prix,BOT,Kick Sauber,13.0,13.0,14,0.0
1044,2024,Japanese_Grand_Prix,COL,,,,,
1045,2024,Japanese_Grand_Prix,DOO,,,,,
1046,2024,Japanese_Grand_Prix,GAS,Alpine,17.0,17.0,16,0.0
1047,2024,Japanese_Grand_Prix,HAM,Mercedes,7.0,7.0,9,2.0
1048,2024,Japanese_Grand_Prix,HUL,Haas F1 Team,12.0,12.0,11,0.0
1049,2024,Japanese_Grand_Prix,LAW,,,,,
1050,2024,Japanese_Grand_Prix,LEC,Ferrari,8.0,8.0,4,12.0
1051,2024,Japanese_Grand_Prix,MAG,Haas F1 Team,18.0,18.0,13,0.0
1052,2024,Japanese_Grand_Prix,NOR,McLaren,3.0,3.0,5,10.0
1053,2024,Japanese_Grand_Prix,OCO,Alpine,15.0,15.0,15,0.0
1054,2024,Japanese_Grand_Prix,PER,Red Bull Racing,2.0,2.0,2,18.0
1055,2024,Japanese_Grand_Prix,PIA,McLaren,6.0,6.0,8,4.0
1056,2024,Japanese_Grand_Prix,RIC,RB,11.0,11.0,R,0.0
1057,2024,Japanese_Grand_Prix,RUS,Mercedes,9.0,9.0,7,6.0
1058,2024,Japanese_Grand_Prix,SAI,Ferrari,4.0,4.0,3,15.0
1059,2024,Japanese_Grand_Prix,SAR,Williams,19.0,19.0,17,0.0
1060,2024,Japanese_Grand_Prix,STR,Aston Martin,16.0,16.0,12,0.0
1061,2024,Japanese_Grand_Prix,TSU,RB,10.0,10.0,10,1.0
1062,2024,Japanese_Grand_Prix,VER,Red Bull Racing,1.0,1.0,1,26.0
1063,2024,Japanese_Grand_Prix,ZHO,Kick Sauber,20.0,20.0,R,0.0
1064,2024,Chinese_Grand_Prix,ALB,Williams,14.0,14.0,12,0.0
1065,2024,Chinese_Grand_Prix,ALO,Aston Martin,3.0,3.0,7,7.0
1066,2024,Chinese_Grand_Prix,BEA,,,,,
1067,2024,Chinese_Grand_Prix,BOT,Kick Sauber,10.0,10.0,R,0.0
1068,2024,Chinese_Grand_Prix,COL,,,,,
1069,2024,Chinese_Grand_Prix,DOO,,,,,
1070,2024,Chinese_Grand_Prix,GAS,Alpine,15.0,15.0,13,0.0
1071,2024,Chinese_Grand_Prix,HAM,Mercedes,18.0,18.0,9,2.0
1072,2024,Chinese_Grand_Prix,HUL,Haas F1 Team,9.0,9.0,10,1.0
1073,2024,Chinese_Grand_Prix,LAW,,,,,
1074,2024,Chinese_Grand_Prix,LEC,Ferrari,6.0,6.0,4,12.0
1075,2024,Chinese_Grand_Prix,MAG,Haas F1 Team,17.0,17.0,16,0.0
1076,2024,Chinese_Grand_Prix,NOR,McLaren,4.0,4.0,2,18.0
1077,2024,Chinese_Grand_Prix,OCO,Alpine,13.0,13.0,11,0.0
1078,2024,Chinese_Grand_Prix,PER,Red Bull Racing,2.0,2.0,3,15.0
1079,2024,Chinese_Grand_Prix,PIA,McLaren,5.0,5.0,8,4.0
1080,2024,Chinese_Grand_Prix,RIC,RB,12.0,12.0,R,0.0
1081,2024,Chinese_Grand_Prix,RUS,Mercedes,8.0,8.0,6,8.0
1082,2024,Chinese_Grand_Prix,SAI,Ferrari,7.0,7.0,5,10.0
1083,2024,Chinese_Grand_Prix,SAR,Williams,20.0,20.0,17,0.0
1084,2024,Chinese_Grand_Prix,STR,Aston Martin,11.0,11.0,15,0.0
1085,2024,Chinese_Grand_Prix,TSU,RB,19.0,19.0,R,0.0
1086,2024,Chinese_Grand_Prix,VER,Red Bull Racing,1.0,1.0,1,25.0
1087,2024,Chinese_Grand_Prix,ZHO,Kick Sauber,16.0,16.0,14,0.0
1088,2024,Miami_Grand_Prix,ALB,Williams,14.0,14.0,18,0.0
1089,2024,Miami_Grand_Prix,ALO,Aston Martin,15.0,15.0,9,2.0
1090,2024,Miami_Grand_Prix,BEA,,,,,
1091,2024,Miami_Grand_Prix,BOT,Kick Sauber,16.0,16.0,16,0.0
1092,2024,Miami_Grand_Prix,COL,,,,,
1093,2024,Miami_Grand_Prix,DOO,,,,,
1094,2024,Miami_Grand_Prix,GAS,Alpine,12.0,12.0,12,0.0
1095,2024,Miami_Grand_Prix,HAM,Mercedes,8.0,8.0,6,8.0
1096,2024,Miami_Grand_Prix,HUL,Haas F1 Team,9.0,9.0,11,0.0
1097,2024,Miami_Grand_Prix,LAW,,,,,
1098,2024,Miami_Grand_Prix,LEC,Ferrari,2.0,2.0,3,15.0
1099,2024,Miami_Grand_Prix,MAG,Haas F1 Team,19.0,18.0,19,0.0
1100,2024,Miami_Grand_Prix,NOR,McLaren,5.0,5.0,1,25.0
1101,2024,Miami_Grand_Prix,OCO,Alpine,13.0,13.0,10,1.0
1102,2024,Miami_Grand_Prix,PER,Red Bull Racing,4.0,4.0,4,12.0
1103,2024,Miami_Grand_Prix,PIA,McLaren,6.0,6.0,13,0.0
1104,2024,Miami_Grand_Prix,RIC,RB,18.0,20.0,15,0.0
1105,2024,Miami_Grand_Prix,RUS,Mercedes,7.0,7.0,8,4.0
1106,2024,Miami_Grand_Prix,SAI,Ferrari,3.0,3.0,5,10.0
1107,2024,Miami_Grand_Prix,SAR,Williams,17.0,17.0,R,0.0
1108,2024,Miami_Grand_Prix,STR,Aston Martin,11.0,11.0,17,0.0
1109,2024,Miami_Grand_Prix,TSU,RB,10.0,10.0,7,6.0
1110,2024,Miami_Grand_Prix,VER,Red Bull Racing,1.0,1.0,2,18.0
1111,2024,Miami_Grand_Prix,ZHO,Kick Sauber,20.0,19.0,14,0.0
1112,2024,Emilia_Romagna_Grand_Prix,ALB,Williams,14.0,14.0,R,0.0
1113,2024,Emilia_Romagna_Grand_Prix,ALO,Aston Martin,19.0,20.0,19,0.0
1114,2024,Emilia_Romagna_Grand_Prix,BEA,,,,,
1115,2024,Emilia_Romagna_Grand_Prix,BOT,Kick Sauber,16.0,16.0,18,0.0
1116,2024,Emilia_Romagna_Grand_Prix,COL,,,,,
1117,2024,Emilia_Romagna_Grand_Prix,DOO,,,,,
1118,2024,Emilia_Romagna_Grand_Prix,GAS,Alpine,15.0,15.0,16,0.0
1119,2024,Emilia_Romagna_Grand_Prix,HAM,Mercedes,8.0,8.0,6,8.0
1120,2024,Emilia_Romagna_Grand_Prix,HUL,Haas F1 Team,10.0,10.0,11,0.0
1121,2024,Emilia_Romagna_Grand_Prix,LAW,,,,,
1122,2024,Emilia_Romagna_Grand_Prix,LEC,Ferrari,4.0,3.0,3,15.0
1123,2024,Emilia_Romagna_Grand_Prix,MAG,Haas F1 Team,18.0,18.0,12,0.0
1124,2024,Emilia_Romagna_Grand_Prix,NOR,McLaren,3.0,2.0,2,18.0
1125,2024,Emilia_Romagna_Grand_Prix,OCO,Alpine,12.0,12.0,14,0.0
1126,2024,Emilia_Romagna_Grand_Prix,PER,Red Bull Racing,11.0,11.0,8,4.0
1127,2024,Emilia_Romagna_Grand_Prix,PIA,McLaren,2.0,5.0,4,12.0
1128,2024,Emilia_Romagna_Grand_Prix,RIC,RB,9.0,9.0,13,0.0
1129,2024,Emilia_Romagna_Grand_Prix,RUS,Mercedes,6.0,6.0,7,7.0
1130,2024,Emilia_Romagna_Grand_Prix,SAI,Ferrari,5.0,4.0,5,10.0
1131,2024,Emilia_Romagna_Grand_Prix,SAR,Williams,20.0,19.0,17,0.0
1132,2024,Emilia_Romagna_Grand_Prix,STR,Aston Martin,13.0,13.0,9,2.0
1133,2024,Emilia_Romagna_Grand_Prix,TSU,RB,7.0,7.0,10,1.0
1134,2024,Emilia_Romagna_Grand_Prix,VER,Red Bull Racing,1.0,1.0,1,25.0
1135,2024,Emilia_Romagna_Grand_Prix,ZHO,Kick Sauber,17.0,17.0,15,0.0
1136,2024,Monaco_Grand_Prix,ALB,Williams,9.0,9.0,9,2.0
1137,2024,Monaco_Grand_Prix,ALO,Aston Martin,14.0,14.0,11,0.0
1138,2024,Monaco_Grand_Prix,BEA,,,,,
1139,2024,Monaco_Grand_Prix,BOT,Kick Sauber,17.0,17.0,13,0.0
1140,2024,Monaco_Grand_Prix,COL,,,,,
1141,2024,Monaco_Grand_Prix,DOO,,,,,
1142,2024,Monaco_Grand_Prix,GAS,Alpine,10.0,10.0,10,1.0
1143,2024,Monaco_Grand_Prix,HAM,Mercedes,7.0,7.0,7,7.0
1144,2024,Monaco_Grand_Prix,HUL,Haas F1 Team,14.0,19.0,R,0.0
1145,2024,Monaco_Grand_Prix,LAW,,,,,
1146,2024,Monaco_Grand_Prix,LEC,Ferrari,1.0,1.0,1,25.0
1147,2024,Monaco_Grand_Prix,MAG,Haas F1 Team,15.0,20.0,R,0.0
1148,2024,Monaco_Grand_Prix,NOR,McLaren,4.0,4.0,4,12.0
1149,2024,Monaco_Grand_Prix,OCO,Alpine,11.0,11.0,R,0.0
1150,2024,Monaco_Grand_Prix,PER,Red Bull Racing,16.0,16.0,R,0.0
1151,2024,Monaco_Grand_Prix,PIA,McLaren,2.0,2.0,2,18.0
1152,2024,Monaco_Grand_Prix,RIC,RB,12.0,12.0,12,0.0
1153,2024,Monaco_Grand_Prix,RUS,Mercedes,5.0,5.0,5,10.0
1154,2024,Monaco_Grand_Prix,SAI,Ferrari,3.0,3.0,3,15.0
1155,2024,Monaco_Grand_Prix,SAR,Williams,15.0,15.0,15,0.0
1156,2024,Monaco_Grand_Prix,STR,Aston Martin,13.0,13.0,14,0.0
1157,2024,Monaco_Grand_Prix,TSU,RB,8.0,8.0,8,4.0
1158,2024,Monaco_Grand_Prix,VER,Red Bull Racing,6.0,6.0,6,8.0
1159,2024,Monaco_Grand_Prix,ZHO,Kick Sauber,18.0,18.0,16,0.0
1160,2024,Canadian_Grand_Prix,ALB,Williams,10.0,10.0,R,0.0
1161,2024,Canadian_Grand_Prix,ALO,Aston Martin,6.0,6.0,6,8.0
1162,2024,Canadian_Grand_Prix,BEA,,,,,
1163,2024,Canadian_Grand_Prix,BOT,Kick Sauber,17.0,19.0,13,0.0
1164,2024,Canadian_Grand_Prix,COL,,,,,
1165,2024,Canadian_Grand_Prix,DOO,,,,,
1166,2024,Canadian_Grand_Prix,GAS,Alpine,15.0,15.0,9,2.0
1167,2024,Canadian_Grand_Prix,HAM,Mercedes,7.0,7.0,4,13.0
1168,2024,Canadian_Grand_Prix,HUL,Haas F1 Team,19.0,17.0,11,0.0
1169,2024,Canadian_Grand_Prix,LAW,,,,,
1170,2024,Canadian_Grand_Prix,LEC,Ferrari,11.0,11.0,R,0.0
1171,2024,Canadian_Grand_Prix,MAG,Haas F1 Team,14.0,14.0,12,0.0
1172,2024,Canadian_Grand_Prix,NOR,McLaren,3.0,3.0,2,18.0
1173,2024,Canadian_Grand_Prix,OCO,Alpine,18.0,18.0,10,1.0
1174,2024,Canadian_Grand_Prix,PER,Red Bull Racing,16.0,16.0,R,0.0
1175,2024,Canadian_Grand_Prix,PIA,McLaren,4.0,4.0,5,10.0
1176,2024,Canadian_Grand_Prix,RIC,RB,5.0,5.0,8,4.0
1177,2024,Canadian_Grand_Prix,RUS,Mercedes,1.0,1.0,3,15.0
1178,2024,Canadian_Grand_Prix,SAI,Ferrari,12.0,12.0,R,0.0
1179,2024,Canadian_Grand_Prix,SAR,Williams,13.0,13.0,R,0.0
1180,2024,Canadian_Grand_Prix,STR,Aston Martin,9.0,9.0,7,6.0
1181,2024,Canadian_Grand_Prix,TSU,RB,8.0,8.0,14,0.0
1182,2024,Canadian_Grand_Prix,VER,Red Bull Racing,2.0,2.0,1,25.0
1183,2024,Canadian_Grand_Prix,ZHO,Kick Sauber,20.0,20.0,15,0.0
1184,2024,Spanish_Grand_Prix,ALB,Williams,19.0,20.0,18,0.0
1185,2024,Spanish_Grand_Prix,ALO,Aston Martin,11.0,10.0,12,0.0
1186,2024,Spanish_Grand_Prix,BEA,,,,,
1187,2024,Spanish_Grand_Prix,BOT,Kick Sauber,12.0,12.0,16,0.0
1188,2024,Spanish_Grand_Prix,COL,,,,,
1189,2024,Spanish_Grand_Prix,DOO,,,,,
1190,2024,Spanish_Grand_Prix,GAS,Alpine,7.0,7.0,9,2.0
1191,2024,Spanish_Grand_Prix,HAM,Mercedes,3.0,3.0,3,15.0
1192,2024,Spanish_Grand_Prix,HUL,Haas F1 Team,13.0,13.0,11,0.0
1193,2024,Spanish_Grand_Prix,LAW,,,,,
1194,2024,Spanish_Grand_Prix,LEC,Ferrari,5.0,5.0,5,10.0
1195,2024,Spanish_Grand_Prix,MAG,Haas F1 Team,16.0,16.0,17,0.0
1196,2024,Spanish_Grand_Prix,NOR,McLaren,1.0,1.0,2,19.0
1197,2024,Spanish_Grand_Prix,OCO,Alpine,9.0,8.0,10,1.0
1198,2024,Spanish_Grand_Prix,PER,Red Bull Racing,8.0,11.0,8,4.0
1199,2024,Spanish_Grand_Prix,PIA,McLaren,10.0,9.0,7,6.0
1200,2024,Spanish_Grand_Prix,RIC,RB,18.0,18.0,15,0.0
1201,2024,Spanish_Grand_Prix,RUS,Mercedes,4.0,4.0,4,12.0
1202,2024,Spanish_Grand_Prix,SAI,Ferrari,6.0,6.0,6,8.0
1203,2024,Spanish_Grand_Prix,SAR,Williams,20.0,19.0,20,0.0
1204,2024,Spanish_Grand_Prix,STR,Aston Martin,14.0,14.0,14,0.0
1205,2024,Spanish_Grand_Prix,TSU,RB,17.0,17.0,19,0.0
1206,2024,Spanish_Grand_Prix,VER,Red Bull Racing,2.0,2.0,1,25.0
1207,2024,Spanish_Grand_Prix,ZHO,Kick Sauber,15.0,15.0,13,0.0
1208,2024,Austrian_Grand_Prix,ALB,Williams,16.0,16.0,15,0.0
1209,2024,Austrian_Grand_Prix,ALO,Aston Martin,15.0,15.0,18,0.0
1210,2024,Austrian_Grand_Prix,BEA,,,,,
1211,2024,Austrian_Grand_Prix,BOT,Kick Sauber,18.0,18.0,16,0.0
1212,2024,Austrian_Grand_Prix,COL,,,,,
1213,2024,Austrian_Grand_Prix,DOO,,,,,
1214,2024,Austrian_Grand_Prix,GAS,Alpine,13.0,13.0,10,1.0
1215,2024,Austrian_Grand_Prix,HAM,Mercedes,5.0,5.0,4,12.0
1216,2024,Austrian_Grand_Prix,HUL,Haas F1 Team,9.0,9.0,6,8.0
1217,2024,Austrian_Grand_Prix,LAW,,,,,
1218,2024,Austrian_Grand_Prix,LEC,Ferrari,6.0,6.0,11,0.0
1219,2024,Austrian_Grand_Prix,MAG,Haas F1 Team,12.0,12.0,8,4.0
1220,2024,Austrian_Grand_Prix,NOR,McLaren,2.0,2.0,20,0.0
1221,2024,Austrian_Grand_Prix,OCO,Alpine,10.0,10.0,12,0.0
1222,2024,Austrian_Grand_Prix,PER,Red Bull Racing,8.0,8.0,7,6.0
1223,2024,Austrian_Grand_Prix,PIA,McLaren,7.0,7.0,2,18.0
1224,2024,Austrian_Grand_Prix,RIC,RB,11.0,11.0,9,2.0
1225,2024,Austrian_Grand_Prix,RUS,Mercedes,3.0,3.0,1,25.0
1226,2024,Austrian_Grand_Prix,SAI,Ferrari,4.0,4.0,3,15.0
1227,2024,Austrian_Grand_Prix,SAR,Williams,19.0,19.0,19,0.0
1228,2024,Austrian_Grand_Prix,STR,Aston Martin,17.0,17.0,13,0.0
1229,2024,Austrian_Grand_Prix,TSU,RB,14.0,14.0,14,0.0
1230,2024,Austrian_Grand_Prix,VER,Red Bull Racing,1.0,1.0,5,10.0
1231,2024,Austrian_Grand_Prix,ZHO,Kick Sauber,20.0,20.0,17,0.0
1232,2024,British_Grand_Prix,ALB,Williams,9.0,9.0,9,2.0
1233,2024,British_Grand_Prix,ALO,Aston Martin,10.0,10.0,8,4.0
1234,2024,British_Grand_Prix,BEA,,,,,
1235,2024,British_Grand_Prix,BOT,Kick Sauber,16.0,16.0,15,0.0
1236,2024,British_Grand_Prix,COL,,,,,
1237,2024,British_Grand_Prix,DOO,,,,,
1238,2024,British_Grand_Prix,GAS,Alpine,20.0,19.0,W,0.0
1239,2024,British_Grand_Prix,HAM,Mercedes,2.0,2.0,1,25.0
1240,2024,British_Grand_Prix,HUL,Haas F1 Team,6.0,6.0,6,8.0
1241,2024,British_Grand_Prix,LAW,,,,,
1242,2024,British_Grand_Prix,LEC,Ferrari,11.0,11.0,14,0.0
1243,2024,British_Grand_Prix,MAG,Haas F1 Team,17.0,17.0,12,0.0
1244,2024,British_Grand_Prix,NOR,McLaren,3.0,3.0,3,15.0
1245,2024,British_Grand_Prix,OCO,Alpine,18.0,18.0,16,0.0
1246,2024,British_Grand_Prix,PER,Red Bull Racing,19.0,20.0,17,0.0
1247,2024,British_Grand_Prix,PIA,McLaren,5.0,5.0,4,12.0
1248,2024,British_Grand_Prix,RIC,RB,15.0,15.0,13,0.0
1249,2024,British_Grand_Prix,RUS,Mercedes,1.0,1.0,R,0.0
1250,2024,British_Grand_Prix,SAI,Ferrari,7.0,7.0,5,11.0
1251,2024,British_Grand_Prix,SAR,Williams,12.0,12.0,11,0.0
1252,2024,British_Grand_Prix,STR,Aston Martin,8.0,8.0,7,6.0
1253,2024,British_Grand_Prix,TSU,RB,13.0,13.0,10,1.0
1254,2024,British_Grand_Prix,VER,Red Bull Racing,4.0,4.0,2,18.0
1255,2024,British_Grand_Prix,ZHO,Kick Sauber,14.0,14.0,18,0.0
1256,2024,Hungarian_Grand_Prix,ALB,Williams,13.0,13.0,14,0.0
1257,2024,Hungarian_Grand_Prix,ALO,Aston Martin,7.0,7.0,11,0.0
1258,2024,Hungarian_Grand_Prix,BEA,,,,,
1259,2024,Hungarian_Grand_Prix,BOT,Kick Sauber,12.0,12.0,16,0.0
1260,2024,Hungarian_Grand_Prix,COL,,,,,
1261,2024,Hungarian_Grand_Prix,DOO,,,,,
1262,2024,Hungarian_Grand_Prix,GAS,Alpine,20.0,20.0,R,0.0
1263,2024,Hungarian_Grand_Prix,HAM,Mercedes,5.0,5.0,3,15.0
1264,2024,Hungarian_Grand_Prix,HUL,Haas F1 Team,11.0,11.0,13,0.0
1265,2024,Hungarian_Grand_Prix,LAW,,,,,
1266,2024,Hungarian_Grand_Prix,LEC,Ferrari,6.0,6.0,4,12.0
1267,2024,Hungarian_Grand_Prix,MAG,Haas F1 Team,15.0,15.0,15,0.0
1268,2024,Hungarian_Grand_Prix,NOR,McLaren,1.0,1.0,2,18.0
1269,2024,Hungarian_Grand_Prix,OCO,Alpine,19.0,19.0,18,0.0
1270,2024,Hungarian_Grand_Prix,PER,Red Bull Racing,16.0,16.0,7,6.0
1271,2024,Hungarian_Grand_Prix,PIA,McLaren,2.0,2.0,1,25.0
1272,2024,Hungarian_Grand_Prix,RIC,RB,9.0,9.0,12,0.0
1273,2024,Hungarian_Grand_Prix,RUS,Mercedes,17.0,17.0,8,5.0
1274,2024,Hungarian_Grand_Prix,SAI,Ferrari,4.0,4.0,6,8.0
1275,2024,Hungarian_Grand_Prix,SAR,Williams,14.0,14.0,17,0.0
1276,2024,Hungarian_Grand_Prix,STR,Aston Martin,8.0,8.0,10,1.0
1277,2024,Hungarian_Grand_Prix,TSU,RB,10.0,10.0,9,2.0
1278,2024,Hungarian_Grand_Prix,VER,Red Bull Racing,3.0,3.0,5,10.0
1279,2024,Hungarian_Grand_Prix,ZHO,Kick Sauber,18.0,18.0,19,0.0
1280,2024,Belgian_Grand_Prix,ALB,Williams,11.0,10.0,12,0.0
1281,2024,Belgian_Grand_Prix,ALO,Aston Martin,9.0,8.0,8,4.0
1282,2024,Belgian_Grand_Prix,BEA,,,,,
1283,2024,Belgian_Grand_Prix,BOT,Kick Sauber,14.0,14.0,15,0.0
1284,2024,Belgian_Grand_Prix,COL,,,,,
1285,2024,Belgian_Grand_Prix,DOO,,,,,
1286,2024,Belgian_Grand_Prix,GAS,Alpine,12.0,12.0,13,0.0
1287,2024,Belgian_Grand_Prix,HAM,Mercedes,4.0,3.0,1,25.0
1288,2024,Belgian_Grand_Prix,HUL,Haas F1 Team,16.0,16.0,18,0.0
1289,2024,Belgian_Grand_Prix,LAW,,,,,
1290,2024,Belgian_Grand_Prix,LEC,Ferrari,2.0,1.0,3,15.0
1291,2024,Belgian_Grand_Prix,MAG,Haas F1 Team,17.0,17.0,14,0.0
1292,2024,Belgian_Grand_Prix,NOR,McLaren,5.0,4.0,5,10.0
1293,2024,Belgian_Grand_Prix,OCO,Alpine,10.0,9.0,9,2.0
1294,2024,Belgian_Grand_Prix,PER,Red Bull Racing,3.0,2.0,7,7.0
1295,2024,Belgian_Grand_Prix,PIA,McLaren,6.0,5.0,2,18.0
1296,2024,Belgian_Grand_Prix,RIC,RB,13.0,13.0,10,1.0
1297,2024,Belgian_Grand_Prix,RUS,Mercedes,7.0,6.0,20,0.0
1298,2024,Belgian_Grand_Prix,SAI,Ferrari,8.0,7.0,6,8.0
1299,2024,Belgian_Grand_Prix,SAR,Williams,19.0,18.0,17,0.0
1300,2024,Belgian_Grand_Prix,STR,Aston Martin,15.0,15.0,11,0.0
1301,2024,Belgian_Grand_Prix,TSU,RB,18.0,20.0,16,0.0
1302,2024,Belgian_Grand_Prix,VER,Red Bull Racing,1.0,11.0,4,12.0
1303,2024,Belgian_Grand_Prix,ZHO,Kick Sauber,20.0,19.0,R,0.0
1304,2024,Dutch_Grand_Prix,ALB,Williams,10.0,19.0,14,0.0
1305,2024,Dutch_Grand_Prix,ALO,Aston Martin,7.0,7.0,10,1.0
1306,2024,Dutch_Grand_Prix,BEA,,,,,
1307,2024,Dutch_Grand_Prix,BOT,Kick Sauber,17.0,16.0,19,0.0
1308,2024,Dutch_Grand_Prix,COL,,,,,
1309,2024,Dutch_Grand_Prix,DOO,,,,,
1310,2024,Dutch_Grand_Prix,GAS,Alpine,9.0,9.0,9,2.0
1311,2024,Dutch_Grand_Prix,HAM,Mercedes,11.0,14.0,8,4.0
1312,2024,Dutch_Grand_Prix,HUL,Haas F1 Team,13.0,12.0,11,0.0
1313,2024,Dutch_Grand_Prix,LAW,,,,,
1314,2024,Dutch_Grand_Prix,LEC,Ferrari,6.0,6.0,3,15.0
1315,2024,Dutch_Grand_Prix,MAG,Haas F1 Team,14.0,20.0,18,0.0
1316,2024,Dutch_Grand_Prix,NOR,McLaren,1.0,1.0,1,26.0
1317,2024,Dutch_Grand_Prix,OCO,Alpine,16.0,15.0,15,0.0
1318,2024,Dutch_Grand_Prix,PER,Red Bull Racing,5.0,5.0,6,8.0
1319,2024,Dutch_Grand_Prix,PIA,McLaren,3.0,3.0,4,12.0
1320,2024,Dutch_Grand_Prix,RIC,RB,15.0,13.0,12,0.0
1321,2024,Dutch_Grand_Prix,RUS,Mercedes,4.0,4.0,7,6.0
1322,2024,Dutch_Grand_Prix,SAI,Ferrari,10.0,10.0,5,10.0
1323,2024,Dutch_Grand_Prix,SAR,Williams,20.0,18.0,16,0.0
1324,2024,Dutch_Grand_Prix,STR,Aston Martin,8.0,8.0,13,0.0
1325,2024,Dutch_Grand_Prix,TSU,RB,12.0,11.0,17,0.0
1326,2024,Dutch_Grand_Prix,VER,Red Bull Racing,2.0,2.0,2,18.0
1327,2024,Dutch_Grand_Prix,ZHO,Kick Sauber,18.0,17.0,20,0.0
1328,2024,Italian_Grand_Prix,ALB,Williams,9.0,9.0,9,2.0
1329,2024,Italian_Grand_Prix,ALO,Aston Martin,11.0,11.0,11,0.0
1330,2024,Italian_Grand_Prix,BEA,,,,,
1331,2024,Italian_Grand_Prix,BOT,Kick Sauber,19.0,19.0,16,0.0
1332,2024,Italian_Grand_Prix,COL,Williams,18.0,18.0,12,0.0
1333,2024,Italian_Grand_Prix,DOO,,,,,
1334,2024,Italian_Grand_Prix,GAS,Alpine,14.0,14.0,15,0.0
1335,2024,Italian_Grand_Prix,HAM,Mercedes,6.0,6.0,5,10.0
1336,2024,Italian_Grand_Prix,HUL,Haas F1 Team,10.0,10.0,17,0.0
